日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%),機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2018年02月,新北市,547835895,0.5737,364456776,0.3817,41236333,0.0432,1405024,0.0015,954934028,15.641021641234
2018年02月,台北市,354475174,0.3832,483166870,0.5224,86076125,0.0931,1233070,0.0013,924951239,15.149928604581
2018年02月,桃園市,334760175,0.55,234547885,0.3854,37087299,0.0609,2231889,0.0037,608627248,9.9688058842662
2018年02月,台中市,373127315,0.4756,356377933,0.4542,44827736,0.0571,10252232,0.0131,784585216,12.850850407488
2018年02月,台南市,244103675,0.5281,162064584,0.3506,30795505,0.0666,25264831,0.0547,462228595,7.570918247341
2018年02月,高雄市,308006247,0.4706,270104698,0.4127,58599557,0.0895,17740379,0.0271,654450881,10.719358712438
2018年02月,宜蘭縣,59710346,0.5331,38237651,0.3414,10087896,0.0901,3977238,0.0355,112013131,1.8346815117089
2018年02月,新竹縣,78829832,0.556,52129105,0.3677,9627989,0.0679,1198807,0.0085,141785733,2.3223318608887
2018年02月,苗栗縣,57495931,0.5514,35522240,0.3407,9597966,0.0921,1649202,0.0158,104265339,1.7077791511369
2018年02月,彰化縣,155850739,0.519,95557079,0.3182,20325141,0.0677,28547772,0.0951,300280731,4.9183475238108
2018年02月,南投縣,65540769,0.5541,36165979,0.3057,9421977,0.0797,7161703,0.0605,118290428,1.9374983926102
2018年02月,雲林縣,81467587,0.5183,37818574,0.2406,11271488,0.0717,26638953,0.1695,157196602,2.5747490211024
2018年02月,嘉義縣,55704595,0.5317,24146782,0.2305,9105165,0.0869,15808291,0.1509,104764833,1.7159604455872
2018年02月,屏東縣,97457036,0.4468,50140464,0.2299,15293522,0.0701,55244321,0.2533,218135343,3.5728746913823
2018年02月,台東縣,26590552,0.5176,17368856,0.3381,5276718,0.1027,2134936,0.0416,51371062,0.8414150809538
2018年02月,花蓮縣,41731112,0.4975,29686034,0.3539,10558864,0.1259,1909132,0.0228,83885142,1.3739685495844
2018年02月,基隆市,52941548,0.6302,25864972,0.3079,5191697,0.0618,6809,0.0001,84005026,1.3759321493551
2018年02月,新竹市,61682054,0.4523,61213065,0.4489,12935749,0.0949,539276,0.004,136370144,2.2336290371696
2018年02月,嘉義市,34199613,0.5065,28012202,0.4149,4904954,0.0726,406244,0.006,67523013,1.1059705452389
2018年02月,澎湖縣,9817106,0.5147,5608796,0.2941,3322297,0.1742,324957,0.017,19073156,0.3124023618547
2018年02月,金門縣,5676864,0.4231,4638521,0.3457,2960813,0.2207,140687,0.0105,13416885,0.21975736803772
2018年02月,連江縣,1119700,0.3539,1218653,0.3852,811148,0.2564,14202,0.0045,3163703,0.051818812230488
2018年02月,合計,3048123865,0.4993,2414047719,0.3954,439315939,0.072,203829955,0.0334,6105317478,100
2018年01月,新北市,567843859,0.5341,442526232,0.4163,51174476,0.0481,1556751,0.0015,1063101318,15.702396246253
2018年01月,台北市,379926237,0.3521,588003141,0.5449,109770936,0.1017,1408516,0.0013,1079108830,15.938833067547
2018年01月,桃園市,288289755,0.4814,260899177,0.4356,47189703,0.0788,2517002,0.0042,598895637,8.8459081397981
2018年01月,台中市,386671662,0.4426,419129899,0.4798,55689165,0.0637,12076243,0.0138,873566969,12.90290441995
2018年01月,台南市,248451901,0.502,179417845,0.3625,38677548,0.0781,28406459,0.0574,494953753,7.3106484034819
2018年01月,高雄市,411493836,0.507,307203155,0.3785,73021013,0.09,19870567,0.0245,811588571,11.987460757501
2018年01月,宜蘭縣,60559363,0.4922,45599766,0.3706,12421034,0.101,4455169,0.0362,123035332,1.8172769637685
2018年01月,新竹縣,71348156,0.5143,54128981,0.3902,11892027,0.0857,1366661,0.0099,138735825,2.0491790018652
2018年01月,苗栗縣,67403269,0.5462,42078266,0.341,12050326,0.0976,1876444,0.0152,123408305,1.8227859117267
2018年01月,彰化縣,156805366,0.4981,102315633,0.325,24666992,0.0784,31029643,0.0986,314817634,4.64997188008
2018年01月,南投縣,54862303,0.4943,37035743,0.3337,10717388,0.0966,8370002,0.0754,110985436,1.6392955818301
2018年01月,雲林縣,85653430,0.4959,45660481,0.2643,14032541,0.0812,27382863,0.1585,172729315,2.5512753126639
2018年01月,嘉義縣,60588123,0.5127,28321123,0.2397,12514072,0.1059,16743146,0.1417,118166464,1.7453619982688
2018年01月,屏東縣,113193382,0.4519,57578444,0.2299,19264565,0.0769,60461499,0.2414,250497890,3.6999456787715
2018年01月,台東縣,25183074,0.4724,19204000,0.3602,6486786,0.1217,2437430,0.0457,53311290,0.78742729954825
2018年01月,花蓮縣,40296590,0.4421,35219227,0.3864,13494750,0.148,2146211,0.0235,91156778,1.3464190331177
2018年01月,基隆市,46401463,0.5633,29533048,0.3585,6429378,0.0781,7954,0.0001,82371843,1.2166623222267
2018年01月,新竹市,65729227,0.4319,69094038,0.454,16764649,0.1102,593879,0.0039,152181793,2.2477808791046
2018年01月,嘉義市,34788106,0.4683,33135938,0.4461,5946414,0.0801,408469,0.0055,74278927,1.0971269856901
2018年01月,澎湖縣,11967832,0.5113,7574977,0.3236,3506196,0.1498,357723,0.0153,23406728,0.3457259544892
2018年01月,金門縣,7272117,0.4321,6140826,0.3649,3252793,0.1933,163420,0.0097,16829156,0.24857280442391
2018年01月,連江縣,965698,0.3032,1300199,0.4082,904972,0.2841,13978,0.0044,3184847,0.047041357894066
2018年01月,合計,3185694749,0.4705,2811100139,0.4152,549867724,0.0812,223650029,0.033,6770312641,100
2017年12月,新北市,585946027,0.5436,435332781,0.4039,54985541,0.051,1634142,0.0015,1077898491,15.264975891504
2017年12月,台北市,383431188,0.3511,593253137,0.5432,113992003,0.1044,1416481,0.0013,1092092809,15.465992892526
2017年12月,桃園市,340202124,0.5088,276654241,0.4137,49364919,0.0738,2457594,0.0037,668678878,9.4696922178252
2017年12月,台中市,410433841,0.4522,425819081,0.4692,58673470,0.0647,12618246,0.0139,907544638,12.852459795803
2017年12月,台南市,274633329,0.5031,199033927,0.3646,40538258,0.0743,31642285,0.058,545847799,7.7301838361751
2017年12月,高雄市,369788946,0.4614,334169659,0.417,77073776,0.0962,20401549,0.0255,801433930,11.349741856243
2017年12月,宜蘭縣,60225473,0.4943,44237112,0.363,12588797,0.1033,4797951,0.0394,121849333,1.7256050974849
2017年12月,新竹縣,83961745,0.5246,62566622,0.3909,12114635,0.0757,1413774,0.0088,160056776,2.2666910171154
2017年12月,苗栗縣,62187834,0.5247,42064476,0.3549,12124462,0.1023,2143065,0.0181,118519837,1.6784534625256
2017年12月,彰化縣,171247843,0.4973,113452263,0.3295,26187660,0.0761,33441439,0.0971,344329205,4.8763191125628
2017年12月,南投縣,70655308,0.5232,43301670,0.3206,11869084,0.0879,9222293,0.0683,135048355,1.9125269220386
2017年12月,雲林縣,92402818,0.505,46586892,0.2546,14220583,0.0777,29767438,0.1627,182977731,2.5912928496689
2017年12月,嘉義縣,60924013,0.5025,29037733,0.2395,12285844,0.1013,19002812,0.1567,121250402,1.7171231603155
2017年12月,屏東縣,113260355,0.4414,62112237,0.2421,19916251,0.0776,61277251,0.2388,256566094,3.6334360537549
2017年12月,台東縣,29156855,0.4903,20995512,0.353,6763414,0.1137,2554853,0.043,59470634,0.84221084067041
2017年12月,花蓮縣,44105296,0.4546,36543409,0.3767,13716743,0.1414,2651273,0.0273,97016721,1.3739307731694
2017年12月,基隆市,56004094,0.5939,31428897,0.3333,6854044,0.0727,8136,0.0001,94295171,1.3353887439483
2017年12月,新竹市,64079164,0.4095,74518300,0.4762,17278771,0.1104,608140,0.0039,156484375,2.2160994116951
2017年12月,嘉義市,38304916,0.4774,34966128,0.4358,6472504,0.0807,484811,0.006,80228359,1.1361774565746
2017年12月,澎湖縣,11059930,0.5134,6115451,0.2839,3988529,0.1852,377838,0.0175,21541748,0.30506978776433
2017年12月,金門縣,5764434,0.3863,5375442,0.3603,3619917,0.2426,160454,0.0108,14920247,0.21129745764742
2017年12月,連江縣,1031907,0.3224,1319015,0.4121,835741,0.2611,14299,0.0045,3200962,0.045331362987892
2017年12月,合計,3328807440,0.4714,2918883985,0.4134,575464946,0.0815,238096124,0.0337,7061252495,100
2017年11月,新北市,785406109,0.5683,536894731,0.3885,58105595,0.042,1695589,0.0012,1382102024,15.914053197668
2017年11月,台北市,527323037,0.3891,699687132,0.5163,126734849,0.0935,1541119,0.0011,1355286137,15.605284781986
2017年11月,桃園市,358675017,0.4962,309088998,0.4276,52693781,0.0729,2442170,0.0034,722899966,8.3237476797996
2017年11月,台中市,548444425,0.4872,498622095,0.4429,64759770,0.0575,13877448,0.0123,1125703738,12.961784919103
2017年11月,台南市,356476759,0.5408,221465841,0.336,45488177,0.069,35754180,0.0542,659184957,7.5901086103904
2017年11月,高雄市,600911177,0.5554,372238612,0.3441,87522673,0.0809,21230181,0.0196,1081902643,12.457442299064
2017年11月,宜蘭縣,76135834,0.507,54841163,0.3652,13467190,0.0897,5719872,0.0381,150164059,1.7290466129176
2017年11月,新竹縣,94868812,0.5483,63258833,0.3656,13293537,0.0768,1604089,0.0093,173025271,1.992279382723
2017年11月,苗栗縣,96131772,0.589,51126652,0.3132,13536978,0.0829,2423590,0.0148,163218992,1.879366122365
2017年11月,彰化縣,217420872,0.5367,120680850,0.2979,29292855,0.0723,37719228,0.0931,405113805,4.6646358459277
2017年11月,南投縣,67523524,0.5071,43946287,0.33,11695218,0.0878,9989717,0.075,133154746,1.5331948543373
2017年11月,雲林縣,124392528,0.5373,57195581,0.247,16052588,0.0693,33893932,0.1464,231534629,2.6659785884289
2017年11月,嘉義縣,84817764,0.5454,34491728,0.2218,14890748,0.0958,21301118,0.137,155501358,1.7905023222234
2017年11月,屏東縣,153233939,0.4941,71382565,0.2302,22933595,0.0739,62596995,0.2018,310147094,3.5711526843246
2017年11月,台東縣,31691057,0.4848,23739950,0.3632,7379415,0.1129,2554119,0.0391,65364541,0.75263241399836
2017年11月,花蓮縣,52572044,0.4646,42805313,0.3783,15177828,0.1341,2596324,0.0229,113151509,1.3028699056607
2017年11月,基隆市,59057709,0.5748,36367433,0.354,7302572,0.0711,8300,0.0001,102736014,1.1829418984429
2017年11月,新竹市,92322749,0.4656,86593702,0.4367,18700104,0.0943,692074,0.0035,198308629,2.2834016712666
2017年11月,嘉義市,49798834,0.4982,42622983,0.4264,7021521,0.0702,509879,0.0051,99953217,1.1508997056617
2017年11月,澎湖縣,16364440,0.5273,10267007,0.3308,3986285,0.1284,416663,0.0134,31034395,0.3573419359868
2017年11月,金門縣,9832682,0.4526,7989176,0.3678,3705103,0.1706,196023,0.009,21722984,0.25012677572643
2017年11月,連江縣,1109999,0.3102,1527692,0.4269,926391,0.2589,14728,0.0041,3578810,0.041207791997522
2017年11月,合計,4404511083,0.5072,3386834324,0.39,634666773,0.0731,258777338,0.0298,8684789518,100
2017年10月,新北市,923561459,0.5949,563024017,0.3627,63903440,0.0412,1992642,0.0013,1552481558,16.19089557752
2017年10月,台北市,618763003,0.4084,757511952,0.4999,137261924,0.0906,1733792,0.0011,1515270671,15.802821669229
2017年10月,桃園市,503290226,0.5478,357667774,0.3893,54666598,0.0595,3192888,0.0035,918817486,9.5823862731037
2017年10月,台中市,591914466,0.4922,526862612,0.4381,67888163,0.0565,15887390,0.0132,1202552631,12.541472054635
2017年10月,台南市,397667678,0.5377,253731275,0.3431,46539552,0.0629,41624883,0.0563,739563388,7.7129377327297
2017年10月,高雄市,517576157,0.4981,407151825,0.3918,90725335,0.0873,23599813,0.0227,1039053130,10.836328870147
2017年10月,宜蘭縣,89220173,0.5303,58488757,0.3477,13113767,0.0779,7412557,0.0441,168235254,1.7545325520521
2017年10月,新竹縣,126345164,0.5675,81074701,0.3642,13147339,0.0591,2066388,0.0093,222633592,2.3218551109644
2017年10月,苗栗縣,95528596,0.5727,55111021,0.3304,13350080,0.08,2826087,0.0169,166815784,1.739728839617
2017年10月,彰化縣,243051453,0.5287,140668941,0.306,28093186,0.0611,47914062,0.1042,459727642,4.7945189476587
2017年10月,南投縣,88222149,0.5359,51791754,0.3146,12782275,0.0776,11834572,0.0719,164630750,1.7169410279712
2017年10月,雲林縣,129053642,0.5293,58404924,0.2396,15429359,0.0633,40912291,0.1678,243800216,2.5426027244524
2017年10月,嘉義縣,84728325,0.5289,35671954,0.2227,13942798,0.087,25865521,0.1614,160208598,1.6708222184491
2017年10月,屏東縣,147217495,0.4695,75760588,0.2416,22226982,0.0709,68351442,0.218,313556507,3.2700940222628
2017年10月,台東縣,38817424,0.5091,26983703,0.3539,7637012,0.1002,2810020,0.0369,76248159,0.79519526269772
2017年10月,花蓮縣,63659004,0.4964,46707530,0.3642,14724831,0.1148,3137958,0.0245,128229323,1.3373090121236
2017年10月,基隆市,82668717,0.6271,41270514,0.313,7886478,0.0598,9741,0.0001,131835450,1.3749174625399
2017年10月,新竹市,102770459,0.4658,95942644,0.4349,20993623,0.0952,915287,0.0041,220622013,2.3008762688216
2017年10月,嘉義市,54784772,0.5056,45261796,0.4177,7664861,0.0707,648998,0.006,108360427,1.1300954586235
2017年10月,澎湖縣,15659664,0.5175,9401656,0.3107,4695823,0.1552,501229,0.0166,30258372,0.31556583643344
2017年10月,金門縣,8858122,0.4179,7482750,0.353,4627073,0.2183,226741,0.0107,21194686,0.22104027326831
2017年10月,連江縣,1571522,0.3482,1915289,0.4244,1002290,0.2221,23567,0.0052,4512668,0.047062804699686
2017年10月,合計,4924929670,0.5136,3697887977,0.3857,662302789,0.0691,303487869,0.0317,9588608305,100
2017年09月,新北市,986060075,0.5896,616126528,0.3684,68332595,0.0409,1963486,0.0012,1672482684,16.903778715345
2017年09月,台北市,666341630,0.4051,824420054,0.5012,152113490,0.0925,1876826,0.0011,1644752000,16.623504754696
2017年09月,桃園市,433423316,0.5054,362540116,0.4227,58560882,0.0683,3145012,0.0037,857669326,8.6684619436353
2017年09月,台中市,597386220,0.487,544610146,0.4439,69268697,0.0565,15518060,0.0126,1226783123,12.399094257476
2017年09月,台南市,375413010,0.5318,242984696,0.3442,48854018,0.0692,38619633,0.0547,705871357,7.1342402132925
2017年09月,高雄市,639144830,0.5516,403238546,0.348,94787903,0.0818,21533088,0.0186,1158704367,11.711022424117
2017年09月,宜蘭縣,93593711,0.5174,65625946,0.3628,14198017,0.0785,7482311,0.0414,180899985,1.8283557404229
2017年09月,新竹縣,112936345,0.557,73778598,0.3639,13953248,0.0688,2072864,0.0102,202741055,2.0491033856561
2017年09月,苗栗縣,113603078,0.6,59011418,0.3116,14056252,0.0742,2681002,0.0142,189351750,1.9137777102171
2017年09月,彰化縣,235768555,0.531,133530922,0.3007,29237108,0.0658,45478843,0.1024,444015428,4.4876629294364
2017年09月,南投縣,68073890,0.4936,47236335,0.3425,11948867,0.0866,10640344,0.0772,137899436,1.3937492886562
2017年09月,雲林縣,129580937,0.5254,62222635,0.2523,16695088,0.0677,38126106,0.1546,246624766,2.492635953765
2017年09月,嘉義縣,88163924,0.5346,37764253,0.229,15470637,0.0938,23520629,0.1426,164919443,1.6668404384687
2017年09月,屏東縣,158810162,0.4939,77207335,0.2401,22934364,0.0713,62568915,0.1946,321520776,3.2496097579268
2017年09月,台東縣,35156323,0.4802,27366585,0.3738,7948881,0.1086,2746687,0.0375,73218476,0.74001897180706
2017年09月,花蓮縣,60699319,0.4676,49942677,0.3848,15890822,0.1224,3266759,0.0252,129799577,1.3118840320103
2017年09月,基隆市,74720590,0.593,42517692,0.3374,8757965,0.0695,8792,0.0001,126005039,1.2735326450019
2017年09月,新竹市,112147115,0.4785,98394755,0.4199,22958161,0.098,856621,0.0037,234356652,2.3686421532344
2017年09月,嘉義市,53007126,0.4874,47333332,0.4353,7818534,0.0719,586482,0.0054,108745474,1.0990902604713
2017年09月,澎湖縣,19084644,0.5131,12993677,0.3493,4585305,0.1233,530270,0.0143,37193896,0.37591862299099
2017年09月,金門縣,11424892,0.4397,9692758,0.3731,4684701,0.1803,178509,0.0069,25980860,0.26258849342703
2017年09月,連江縣,1421785,0.3091,2037724,0.443,1116255,0.2427,23753,0.0052,4599517,0.046487307946004
2017年09月,合計,5065961477,0.512,3840576728,0.3882,704171790,0.0712,283424992,0.0286,9894134987,100
2017年08月,新北市,879729605,0.5839,561092126,0.3724,63892035,0.0424,1977593,0.0013,1506691359,16.114530287569
2017年08月,台北市,593915838,0.3844,801224952,0.5186,147990338,0.0958,1967887,0.0013,1545099015,16.525312052653
2017年08月,桃園市,480175963,0.5302,366605146,0.4048,55501157,0.0613,3365521,0.0037,905647787,9.6861833090802
2017年08月,台中市,546955337,0.4789,513826257,0.4499,66080520,0.0579,15242552,0.0133,1142104666,12.215162794884
2017年08月,台南市,373006154,0.5301,248472732,0.3531,44066309,0.0626,38090853,0.0541,703636048,7.5256052536512
2017年08月,高雄市,501479963,0.4963,403008751,0.3988,84481989,0.0836,21521144,0.0213,1010491847,10.807522971812
2017年08月,宜蘭縣,86148272,0.5134,61079320,0.364,13047224,0.0778,7528973,0.0449,167803789,1.7947134454956
2017年08月,新竹縣,119945931,0.5539,81619460,0.3769,12899345,0.0596,2076090,0.0096,216540826,2.3159711365094
2017年08月,苗栗縣,90217464,0.5576,55455719,0.3427,13362762,0.0826,2771963,0.0171,161807908,1.7305856429446
2017年08月,彰化縣,226139360,0.5174,137918767,0.3155,27842800,0.0637,45192495,0.1034,437093422,4.6748493944977
2017年08月,南投縣,81011507,0.5228,51129221,0.33,12384838,0.0799,10427751,0.0673,154953317,1.6572736712401
2017年08月,雲林縣,118763926,0.5182,57047672,0.2489,15123509,0.066,38262666,0.1669,229197773,2.451341101009
2017年08月,嘉義縣,77509459,0.5151,35870410,0.2384,13828659,0.0919,23254957,0.1546,150463485,1.6092535287485
2017年08月,屏東縣,145603312,0.4768,74896316,0.2453,21032172,0.0689,63846972,0.2091,305378772,3.2661204573714
2017年08月,台東縣,38932358,0.5014,28408542,0.3659,7486354,0.0964,2823318,0.0364,77650572,0.8304968943152
2017年08月,花蓮縣,61360571,0.4819,48475934,0.3807,14144619,0.1111,3347531,0.0263,127328655,1.3618193634791
2017年08月,基隆市,79411234,0.6106,42395623,0.326,8238540,0.0633,9481,0.0001,130054878,1.3909771620168
2017年08月,新竹市,97864727,0.4485,97719157,0.4478,21728572,0.0996,893407,0.0041,218205863,2.3337792224231
2017年08月,嘉義市,50129585,0.4852,45276975,0.4383,7344225,0.0711,560536,0.0054,103311321,1.1049465448638
2017年08月,澎湖縣,15416936,0.4994,10128594,0.3281,4795508,0.1554,527411,0.0171,30868449,0.33014761342424
2017年08月,金門縣,8226039,0.3933,7833853,0.3746,4672348,0.2234,181762,0.0087,20914002,0.22368172263691
2017年08月,連江縣,1537856,0.3308,2047809,0.4404,1041446,0.224,22257,0.0048,4649368,0.049726429375542
2017年08月,合計,4673481397,0.4998,3731533336,0.3991,660985269,0.0707,283893120,0.0304,9349893122,100
2017年07月,新北市,755458330,0.5405,580092402,0.415,60282809,0.0431,1904607,0.0014,1397738148,15.657042989164
2017年07月,台北市,516958745,0.352,806085630,0.5488,143821640,0.0979,1852400,0.0013,1468718415,16.452142624522
2017年07月,桃園市,343648276,0.4591,348710028,0.4658,53104590,0.0709,3133514,0.0042,748596408,8.3855521567904
2017年07月,台中市,510248310,0.4546,532242610,0.4742,64578219,0.0575,15400099,0.0137,1122469238,12.573563323378
2017年07月,台南市,347964937,0.5154,245290475,0.3633,43786427,0.0649,38083948,0.0564,675125787,7.5625563237843
2017年07月,高雄市,599904278,0.5381,408197005,0.3661,84934388,0.0762,21868809,0.0196,1114904480,12.488825175981
2017年07月,宜蘭縣,72881927,0.4685,62205703,0.3999,12875716,0.0828,7592683,0.0488,155556029,1.7424919229411
2017年07月,新竹縣,89824907,0.5105,71935739,0.4088,12229366,0.0695,1974057,0.0112,175964069,1.9710966584287
2017年07月,苗栗縣,91086533,0.5499,57976266,0.35,13542817,0.0818,3033047,0.0183,165638663,1.8554345611655
2017年07月,彰化縣,201094585,0.4994,130192996,0.3233,26894302,0.0668,44479933,0.1105,402661816,4.510496742346
2017年07月,南投縣,61828486,0.4796,46091773,0.3575,11059088,0.0858,9942133,0.0771,128921480,1.4441397034737
2017年07月,雲林縣,116340922,0.502,61102456,0.2637,15279332,0.0659,39021299,0.1684,231744009,2.5959267954345
2017年07月,嘉義縣,79684514,0.5137,37087706,0.2391,14784675,0.0953,23552290,0.1518,155109185,1.7374865106416
2017年07月,屏東縣,153487412,0.4798,78962657,0.2468,21284806,0.0665,66150322,0.2068,319885197,3.5832579143616
2017年07月,台東縣,30985832,0.4515,27217927,0.3966,7503803,0.1093,2928296,0.0427,68635858,0.76883826977307
2017年07月,花蓮縣,50256842,0.4315,48722154,0.4183,14327675,0.123,3171381,0.0272,116478052,1.3047521598145
2017年07月,基隆市,56465718,0.5308,41731073,0.3923,8167807,0.0768,7215,0.0001,106371813,1.1915451054687
2017年07月,新竹市,90022305,0.4308,96757877,0.463,21346406,0.1021,851309,0.0041,208977897,2.3409076455385
2017年07月,嘉義市,47855560,0.4691,46596526,0.4567,7021483,0.0688,552063,0.0054,102025632,1.1428604910772
2017年07月,澎湖縣,16768360,0.4798,13249630,0.3791,4387006,0.1255,542236,0.0155,34947232,0.39146839811106
2017年07月,金門縣,9008129,0.398,9271816,0.4097,4192281,0.1852,160441,0.0071,22632667,0.25352433907987
2017年07月,連江縣,1148749,0.2792,1917936,0.4661,1024651,0.249,23235,0.0056,4114571,0.046090188724653
2017年07月,合計,4242923657,0.4753,3751638385,0.4202,646429287,0.0724,286225317,0.0321,8927216646,100
2017年06月,新北市,589899983,0.5214,471770882,0.417,68017204,0.0601,1720000,0.0015,1131408069,14.811601437629
2017年06月,台北市,395135356,0.3198,693361367,0.5612,145077565,0.1174,1854310,0.0015,1235428598,16.17336529551
2017年06月,桃園市,335037757,0.4746,311852732,0.4418,56493018,0.08,2506080,0.0036,705889587,9.2410117163626
2017年06月,台中市,422111862,0.4371,461826591,0.4782,67782837,0.0702,14013981,0.0145,965735271,12.642729285955
2017年06月,台南市,295683217,0.4844,231767463,0.3797,49483129,0.0811,33432565,0.0548,610366374,7.9904887638012
2017年06月,高雄市,395027024,0.4483,373178407,0.4235,93290665,0.1059,19750627,0.0224,881246723,11.536664433398
2017年06月,宜蘭縣,59125998,0.4659,48951012,0.3857,12690190,0.1,6134148,0.0483,126901348,1.6613035031075
2017年06月,新竹縣,83622599,0.4997,68773014,0.411,13345104,0.0797,1601008,0.0096,167341725,2.1907205742098
2017年06月,苗栗縣,63337950,0.4972,48485808,0.3806,13277260,0.1042,2284548,0.0179,127385566,1.667642545776
2017年06月,彰化縣,174440212,0.4803,121962692,0.3358,27738895,0.0764,39056594,0.1075,363198393,4.7547387961073
2017年06月,南投縣,69362378,0.5057,46026440,0.3356,12358455,0.0901,9414453,0.0686,137161726,1.7956251804045
2017年06月,雲林縣,101890870,0.4984,51406289,0.2515,15424152,0.0755,35697264,0.1746,204418575,2.6761047073176
2017年06月,嘉義縣,66152478,0.4869,32752122,0.2411,15042658,0.1107,21908783,0.1613,135856041,1.7785320675366
2017年06月,屏東縣,120797130,0.4392,70721546,0.2571,22503585,0.0818,61032606,0.2219,275054867,3.6008255333416
2017年06月,台東縣,28988398,0.4615,23875286,0.3801,7428510,0.1183,2526962,0.0402,62819156,0.82238436052749
2017年06月,花蓮縣,44592487,0.4333,41358464,0.4019,14378051,0.1397,2580869,0.0251,102909871,1.3472239018032
2017年06月,基隆市,52665672,0.5466,35540087,0.3688,8144516,0.0845,6755,0.0001,96357030,1.2614387003047
2017年06月,新竹市,67100777,0.3841,84929002,0.4861,21901204,0.1254,769874,0.0044,174700857,2.2870611723524
2017年06月,嘉義市,39641443,0.4456,40918951,0.46,7863059,0.0884,530992,0.006,88954445,1.1645292459422
2017年06月,澎湖縣,11440558,0.4513,8828755,0.3483,4644554,0.1832,434167,0.0171,25348034,0.33183869474017
2017年06月,金門縣,5637858,0.338,6659893,0.3992,4249683,0.2548,133737,0.008,16681171,0.21837819893162
2017年06月,連江縣,1088823,0.3113,1568442,0.4484,823671,0.2355,16951,0.0048,3497887,0.045791884941791
2017年06月,合計,3422780830,0.4481,3276515245,0.4289,681957965,0.0893,257407274,0.0337,7638661314,100
2017年05月,新北市,579555133,0.516,479945337,0.4273,61923553,0.0551,1684061,0.0015,1123108084,15.178537581576
2017年05月,台北市,390137816,0.325,673258705,0.5608,135501580,0.1129,1680561,0.0014,1200578662,16.225533944964
2017年05月,桃園市,289514283,0.4535,293592715,0.4599,52834713,0.0828,2426327,0.0038,638368038,8.6273916052232
2017年05月,台中市,401265382,0.4256,462334772,0.4904,65892117,0.0699,13345092,0.0142,942837363,12.742221831972
2017年05月,台南市,266909332,0.4763,213634570,0.3812,48919189,0.0873,30925507,0.0552,560388598,7.5735180934106
2017年05月,高雄市,445390134,0.487,359131825,0.3926,90308600,0.0987,19810019,0.0217,914640578,12.361149015474
2017年05月,宜蘭縣,58917020,0.4658,49550184,0.3918,12418070,0.0982,5589710,0.0442,126474984,1.7092792092958
2017年05月,新竹縣,72322195,0.4976,58989723,0.4059,12439958,0.0856,1583626,0.0109,145335502,1.964174606586
2017年05月,苗栗縣,70247495,0.5459,44076231,0.3425,12388443,0.0963,1961771,0.0152,128673940,1.7389975745731
2017年05月,彰化縣,166086054,0.4874,111687687,0.3277,27525755,0.0808,35493861,0.1042,340793357,4.6057408458436
2017年05月,南投縣,55715303,0.4748,41045824,0.3498,11236885,0.0958,9347996,0.0797,117346008,1.5859032784559
2017年05月,雲林縣,100225896,0.4975,52729841,0.2617,15324913,0.0761,33193215,0.1648,201473865,2.7228711779158
2017年05月,嘉義縣,66296004,0.49,32621303,0.2411,15562403,0.115,20821944,0.1539,135301654,1.8285695467297
2017年05月,屏東縣,122509256,0.4452,68798651,0.25,22957003,0.0834,60907019,0.2213,275171929,3.7188829153876
2017年05月,台東縣,25592030,0.4458,22391767,0.3901,7006090,0.122,2414108,0.0421,57403995,0.77580128560458
2017年05月,花蓮縣,41306204,0.4205,40386811,0.4111,14059400,0.1431,2489643,0.0253,98242058,1.327717955812
2017年05月,基隆市,45716288,0.5256,33727935,0.3878,7523058,0.0865,8194,0.0001,86975475,1.1754527767809
2017年05月,新竹市,68001402,0.3975,81503815,0.4765,20816315,0.1217,742297,0.0043,171063829,2.3118868026283
2017年05月,嘉義市,37451843,0.4356,40638394,0.4727,7366224,0.0857,521132,0.0061,85977593,1.1619666398234
2017年05月,澎湖縣,12577126,0.4602,10275096,0.3759,4059608,0.1485,420613,0.0154,27332443,0.3693914407545
2017年05月,金門縣,7469752,0.4034,7233389,0.3907,3663319,0.1978,149232,0.0081,18515692,0.2502351562371
2017年05月,連江縣,973930,0.294,1458728,0.4403,863646,0.2607,16867,0.0051,3313171,0.044776714952118
2017年05月,合計,3324179878,0.4493,3179013303,0.4296,650590842,0.0879,245532795,0.0332,7399316818,100
2017年04月,新北市,552250716,0.5472,401384140,0.3977,53978969,0.0535,1649133,0.0016,1009262958,15.113535380212
2017年04月,台北市,358141914,0.3415,572502670,0.5458,116779571,0.1113,1420907,0.0014,1048845062,15.706270429572
2017年04月,桃園市,333268698,0.5153,263019000,0.4067,48097588,0.0744,2312035,0.0036,646697321,9.6841787006529
2017年04月,台中市,373374288,0.4424,399044335,0.4728,59180737,0.0701,12366720,0.0147,843966080,12.638243689291
2017年04月,台南市,246832041,0.4803,193627179,0.3768,44785549,0.0871,28655789,0.0558,513900558,7.6955705187423
2017年04月,高雄市,317770674,0.4323,318039809,0.4326,79435583,0.1081,19863595,0.027,735109661,11.008137950366
2017年04月,宜蘭縣,57860657,0.4986,41442494,0.3571,11656072,0.1004,5083759,0.0438,116042982,1.7377232565413
